price,lotsize,bedrooms,bathrms,stories,driveway,recroom,fullbase,gashw,airco,garagepl,prefarea,error,error_decile,abs_error_decile,relative_error
66000,5680,3,1,two,yes,yes,no,no,yes,1,no,13571.56968,8,1,0.205629844
70000,6300,3,1,one,yes,no,no,no,yes,2,no,8648.150338,7,1,0.123545005
65500,4000,3,1,two,yes,no,no,no,no,1,no,-5630.503165,6,0,-0.08596188
57000,3960,3,1,two,yes,no,no,no,no,0,no,-5996.513944,6,0,-0.105201999
52000,5960,3,1,two,yes,yes,yes,no,no,0,no,22646.11386,8,2,0.43550219
54000,5830,2,1,one,yes,no,no,no,no,2,no,-24.39524772,6,0,-4.52E-04
74500,4500,4,2,one,no,no,yes,no,yes,2,no,-235.8905023,6,0,-0.003166315
90000,4100,3,2,three,yes,no,no,no,yes,2,no,-1703.351346,6,0,-0.018926126
45000,6750,2,1,one,yes,no,no,no,no,0,no,6985.703108,7,0,0.155237847
45000,9000,3,1,two,yes,no,no,no,no,2,no,26007.72138,9,3,0.577949364
65000,2550,3,1,two,yes,no,yes,no,no,0,no,-13918.18702,5,1,-0.214125954
55000,7152,3,1,two,yes,no,no,no,yes,0,no,24156.60728,8,2,0.439211041
62000,6450,4,1,two,yes,no,no,no,no,0,no,-4686.737337,6,0,-0.075592538
30000,3360,2,1,one,yes,no,no,no,no,1,no,8578.479796,7,1,0.285949327
34000,3264,2,1,one,yes,no,no,no,no,0,no,3274.715364,7,0,0.096315158
38000,4000,3,1,one,yes,no,no,no,no,0,no,11592.46253,7,1,0.305064803
39000,4000,3,1,two,yes,no,no,no,no,1,no,20869.49683,8,2,0.535115303
45000,3069,2,1,one,yes,no,no,no,no,1,no,-6110.305197,6,0,-0.13578456
47000,4040,2,1,one,yes,no,no,no,no,0,no,2388.191215,7,0,0.050812579
47500,4040,2,1,one,yes,no,no,no,no,1,no,3780.684393,7,0,0.079593356
49000,3185,2,1,one,yes,no,no,no,no,2,no,-7951.098324,6,0,-0.162267313
50000,5900,2,1,one,yes,no,no,no,no,1,no,1210.931064,7,0,0.024218621
50000,3120,3,1,two,yes,no,no,no,no,1,no,1783.897361,7,0,0.035677947
52900,5450,2,1,one,yes,no,no,no,no,0,no,-3917.919876,6,0,-0.074062758
53000,4040,2,1,one,yes,no,no,no,no,0,no,-3611.808785,6,0,-0.068147336
55000,4080,2,1,one,yes,no,no,no,no,0,no,-5611.808785,6,0,-0.102032887
56000,8080,3,1,one,yes,no,no,no,yes,2,no,10794.14116,7,1,0.192752521
58500,4040,2,1,two,yes,no,no,no,no,1,no,-5264.405577,6,0,-0.089989839
59500,4080,3,1,two,yes,no,no,no,no,2,no,2892.431341,7,0,0.048612291
60000,5800,3,1,one,yes,no,no,yes,no,2,no,12883.8278,8,1,0.214730463
64000,5885,2,1,one,yes,no,no,no,yes,1,no,-2641.600039,6,0,-0.041275001
67000,9667,4,2,two,yes,yes,yes,no,no,1,no,11255.80035,7,1,0.16799702
68100,3420,4,2,two,yes,no,no,no,no,0,no,-6621.726893,6,0,-0.097235344
70000,5800,2,1,one,yes,yes,yes,no,yes,0,no,-1346.507521,6,0,-0.019235822
72000,7600,4,1,two,yes,no,no,no,yes,2,no,19736.38414,8,2,0.274116446
57500,5400,3,1,one,yes,no,no,no,no,3,no,-410.8324272,6,0,-0.007144912
69900,4995,4,2,one,yes,no,yes,no,no,0,no,-5657.824412,6,0,-0.080941694
70000,3000,3,1,two,yes,no,yes,no,yes,0,no,-9464.805406,6,1,-0.135211506
75000,5500,3,2,one,yes,no,yes,no,no,0,no,-8832.709923,6,1,-0.117769466
76900,6450,3,2,one,yes,yes,yes,yes,no,0,no,18442.35803,8,2,0.239822601
78000,6210,4,1,four,yes,yes,no,no,yes,0,no,19794.31392,8,2,0.253773255
80000,5000,3,1,four,yes,no,no,no,no,0,no,-9267.1846,6,1,-0.115839807
82000,5000,3,1,three,yes,no,no,no,yes,0,no,-8095.799036,6,0,-0.098729257
83000,5828,4,1,four,yes,yes,no,no,no,0,no,-10060.66211,6,1,-0.121212797
83000,5200,3,1,three,yes,no,no,no,yes,0,no,-9717.834606,6,1,-0.117082345
83900,5500,3,1,three,yes,yes,no,no,yes,1,no,-2508.393805,6,0,-0.029897423
88500,6350,3,2,three,yes,yes,no,no,yes,0,no,2112.891583,7,0,0.023874481
93000,8250,3,2,three,yes,no,no,no,yes,0,no,110.6920105,6,0,0.001190237
98000,6000,3,1,one,yes,no,no,no,yes,1,no,-15752.59726,5,1,-0.160740788
98500,7700,3,2,one,yes,no,no,no,no,2,no,-2358.90071,6,0,-0.023948231
99000,8880,3,2,two,yes,no,yes,no,yes,1,no,17452.16413,8,2,0.176284486
101000,8880,2,1,one,yes,no,no,no,yes,1,no,-19981.06543,5,2,-0.197832331
110000,6480,3,2,four,yes,no,no,no,yes,2,no,7384.064341,7,0,0.067127858
115442,7000,3,2,four,yes,no,no,no,yes,2,no,3009.006231,7,0,0.026065091
120000,8875,3,1,one,yes,no,no,no,no,1,no,-28547.14667,4,3,-0.237892889
124000,7155,3,2,one,yes,yes,yes,no,yes,2,no,-9583.6448,6,1,-0.077287458
175000,8960,4,4,four,yes,no,no,no,yes,3,no,-6455.989756,6,0,-0.03689137
50000,7350,2,1,one,yes,no,no,no,no,1,no,6579.274585,7,0,0.131585492
55000,3850,2,1,one,yes,no,no,no,no,0,no,-7436.345663,6,0,-0.135206285
60000,7000,3,1,one,yes,no,no,no,no,3,no,-2648.177223,6,0,-0.044136287
61000,7770,2,1,one,yes,no,no,no,no,1,no,-1153.796207,6,0,-0.018914692
106000,7440,3,2,one,yes,yes,yes,no,yes,0,yes,446.5374892,6,0,0.004212618
155000,7500,3,3,one,yes,no,yes,no,yes,2,yes,-7651.088148,6,0,-0.049361859
141000,8100,4,1,two,yes,yes,yes,no,yes,2,yes,-52005.09694,2,6,-0.368830475
62500,3900,3,1,two,yes,no,no,no,no,0,no,-11496.51394,5,1,-0.183944223
70000,2970,3,1,three,yes,no,no,no,no,0,no,-17044.61625,5,2,-0.243494518
73000,3000,3,1,two,yes,no,yes,no,no,0,no,-21107.40408,5,2,-0.289142522
80000,10500,2,1,one,yes,no,no,no,no,1,no,-6839.515921,6,0,-0.085493949
80000,5500,3,2,two,yes,no,no,no,no,1,no,-4217.486353,6,0,-0.052718579
88000,4500,3,1,four,yes,no,no,no,yes,0,no,-8282.054095,6,1,-0.094114251
49000,3850,3,1,one,yes,no,no,no,no,0,no,-250.0356164,6,0,-0.005102768
52000,4130,3,2,two,yes,no,no,no,no,2,no,17082.92309,8,2,0.328517752
59500,4046,3,1,two,yes,no,yes,no,no,1,no,6470.227016,7,0,0.108743311
60000,4079,3,1,three,yes,no,no,no,no,0,no,-791.7814868,6,0,-0.013196358
64000,4000,3,1,two,yes,no,no,no,no,2,no,-3674.850027,6,0,-0.057419532
64500,9860,3,1,one,yes,no,no,no,no,0,no,-5060.362013,6,0,-0.078455225
68500,7000,3,1,two,yes,no,yes,no,no,0,no,-3980.113344,6,0,-0.058103844
78500,7980,3,1,one,yes,no,no,no,no,2,no,-4622.727555,6,0,-0.058888249
86000,6800,2,1,one,yes,yes,yes,no,no,2,no,-13047.51141,5,1,-0.151715249
86900,4300,6,2,two,yes,no,no,no,no,0,no,-7802.013782,6,0,-0.089781516
75000,10269,3,1,one,yes,no,no,no,no,1,yes,3574.017859,7,0,0.047653571
78000,6100,3,1,three,yes,yes,no,no,yes,0,yes,18141.61946,8,2,0.232584865
95000,6420,3,2,three,yes,no,no,no,yes,0,yes,1686.486835,7,0,0.017752493
97000,12090,4,2,two,yes,no,no,no,no,2,yes,-4765.850388,6,0,-0.049132478
107000,6600,3,1,four,yes,no,no,no,yes,3,yes,-1701.782681,6,0,-0.015904511
130000,6600,4,2,two,yes,yes,yes,no,yes,1,yes,-14553.80539,5,1,-0.111952349
145000,8580,4,3,four,yes,no,no,no,yes,2,yes,1924.450098,7,0,0.01327207
175000,9960,3,2,two,yes,no,yes,no,no,2,yes,-82021.85799,0,9,-0.468696331
72000,10700,3,1,two,yes,yes,yes,no,no,0,no,-2368.1468,6,0,-0.032890928
84900,15600,3,1,one,yes,no,no,no,yes,2,no,-675.4993316,6,0,-0.007956411
99000,13200,2,1,one,yes,no,yes,yes,no,1,no,568.5354204,6,0,0.005742782
114000,9000,4,2,four,yes,no,no,no,yes,2,no,17381.22523,8,2,0.152466888
120000,7950,5,2,two,yes,no,yes,yes,no,2,no,-90.47621897,6,0,-7.54E-04
145000,16200,5,3,two,yes,no,no,no,no,0,no,-4315.294603,6,0,-0.029760652
79000,6100,3,2,one,yes,no,yes,no,no,2,yes,10190.74706,7,1,0.128996798
82000,6360,3,1,one,yes,yes,yes,no,yes,2,yes,10395.67414,7,1,0.126776514
85000,6420,3,1,one,yes,no,yes,no,yes,0,yes,4471.753542,7,0,0.052608865
100500,6360,4,2,three,yes,no,no,no,yes,2,yes,9492.705874,7,1,0.094454785
122000,6540,4,2,two,yes,yes,yes,no,yes,2,yes,-8081.034341,6,0,-0.066237986
126500,6420,3,2,two,yes,no,no,no,yes,1,yes,-17062.28969,5,2,-0.13487976
133000,6550,4,2,two,yes,no,no,no,yes,1,yes,-19573.47972,5,2,-0.14716902
140000,5750,3,2,four,yes,yes,no,no,yes,1,yes,-21151.52679,5,2,-0.151082334
190000,7420,4,2,three,yes,no,no,no,yes,2,yes,-14251.59867,5,1,-0.075008414
84000,7160,3,1,one,yes,no,yes,no,no,2,yes,-2940.792534,6,0,-0.035009435
97000,4000,3,2,two,yes,no,yes,no,yes,0,yes,-14594.64811,5,1,-0.15046029
103500,9000,4,2,four,yes,yes,no,no,yes,1,yes,7568.682077,7,0,0.073127363
112500,6550,3,1,two,yes,no,yes,no,yes,0,yes,-17521.47067,5,2,-0.155746406
140000,13200,3,1,two,yes,no,yes,no,yes,2,yes,-9687.283263,6,1,-0.06919488
74700,7085,3,1,one,yes,yes,yes,no,no,2,yes,6098.950024,7,0,0.081645917
78000,6600,4,2,two,yes,yes,yes,no,no,0,yes,8026.241269,7,0,0.102900529
78900,6900,3,1,one,yes,yes,yes,no,no,0,yes,-5902.522085,6,0,-0.074810166
83900,11460,3,1,three,yes,no,no,no,no,2,yes,2884.280597,7,0,0.034377599
85000,7020,3,1,one,yes,no,yes,no,yes,2,yes,6207.141621,7,0,0.073025196
85000,6540,3,1,one,yes,yes,yes,no,no,2,yes,-4201.049976,6,0,-0.049424117
86000,8000,3,1,one,yes,yes,yes,no,yes,2,yes,960.7848508,7,0,0.011171917
86900,9620,3,1,one,yes,no,yes,no,no,2,yes,-5300.265438,6,0,-0.060992698
94500,10500,3,2,one,yes,no,yes,no,yes,1,yes,11248.07413,7,1,0.119027239
96000,5020,3,1,four,yes,no,no,no,yes,0,yes,2060.264238,7,0,0.021461086
106000,7440,3,2,four,yes,no,no,no,no,1,yes,-3174.304554,6,0,-0.029946269
72000,6600,3,1,one,yes,yes,yes,no,no,0,yes,997.4779153,7,0,0.01385386
74500,7200,3,1,two,yes,yes,yes,no,no,1,yes,5500.530145,7,0,0.073832619
77000,6710,3,2,two,yes,yes,yes,no,no,1,yes,16845.99359,8,2,0.218779138
80750,6660,4,2,two,yes,yes,yes,no,no,1,yes,13095.99359,8,1,0.162179487
82900,7000,3,1,one,yes,no,yes,no,no,2,yes,-3443.863914,6,0,-0.041542387
85000,7231,3,1,two,yes,yes,yes,no,yes,0,yes,11155.23,7,1,0.131238
92500,7410,3,1,one,yes,yes,yes,no,yes,2,yes,2149.462032,7,0,0.023237427
76000,7800,3,1,one,yes,no,yes,no,yes,2,yes,21291.03907,8,2,0.280145251
77500,6825,3,1,one,yes,yes,yes,no,yes,0,yes,13799.17072,8,1,0.178053816
80000,6360,3,1,three,yes,no,no,no,no,0,yes,-5452.858893,6,0,-0.068160736
80000,6600,4,2,one,yes,no,yes,no,no,0,yes,3279.199494,7,0,0.040989994
86000,6900,3,2,one,yes,yes,yes,no,no,0,yes,-960.4637614,6,0,-0.011168183
87000,6600,3,1,one,yes,yes,yes,no,no,2,yes,-6201.049976,6,0,-0.071276437
87500,6420,3,1,three,yes,no,yes,no,no,0,yes,-6767.107203,6,0,-0.077338368
89000,6600,3,2,one,yes,no,yes,no,yes,0,yes,4648.205379,7,0,0.052227027
89900,6600,3,2,three,yes,no,no,no,yes,0,yes,7853.428725,7,0,0.087357383
90000,9000,3,1,one,yes,no,yes,no,no,1,yes,101.0683104,6,0,0.001122981
95000,6500,3,2,three,yes,no,no,no,yes,0,yes,1686.486835,7,0,0.017752493
112000,6360,3,2,four,yes,no,no,no,yes,0,yes,-7891.773481,6,0,-0.070462263
31900,5300,3,1,one,no,no,no,no,yes,0,yes,36224.65808,9,4,1.135569219
52000,2850,3,2,two,no,no,yes,no,no,0,yes,5179.542874,7,0,0.099606594
90000,6400,3,1,one,yes,yes,yes,no,yes,1,yes,4266.717784,7,0,0.047407975
100000,11175,3,1,one,yes,no,yes,no,yes,1,yes,-4634.549003,6,0,-0.04634549
91700,6750,2,1,one,yes,yes,yes,no,no,2,yes,-14495.89442,5,1,-0.158079547
174500,7500,4,2,two,yes,no,yes,no,yes,3,yes,-52905.1087,2,6,-0.303181139
94700,6000,3,1,two,yes,no,no,yes,no,1,yes,-3682.610839,6,0,-0.038887126
68000,10240,2,1,one,yes,no,no,no,yes,2,yes,5175.352415,7,0,0.076108124
80000,5136,3,1,two,yes,yes,yes,no,yes,0,yes,961.6288696,7,0,0.012020361
61100,3400,3,1,two,yes,no,yes,no,no,2,yes,-213.4514529,6,0,-0.003493477
62900,2880,3,1,two,yes,no,no,no,no,0,yes,-8452.931276,6,1,-0.134386825
65500,3840,3,1,two,yes,no,no,no,no,1,yes,803.2579888,7,0,0.012263481
66000,2870,2,1,two,yes,yes,yes,no,no,0,yes,-9214.265455,6,1,-0.139610083
49500,5320,2,1,one,yes,no,no,no,no,1,yes,6507.07326,7,0,0.131456025
50000,3512,2,1,one,yes,no,no,no,no,1,yes,2230.573562,7,0,0.044611471
53500,3480,2,1,one,yes,no,no,no,no,0,yes,-4969.793037,6,0,-0.092893328
58550,3600,3,1,one,yes,no,yes,no,yes,0,yes,5202.608279,7,0,0.088857528
64500,3520,2,1,two,yes,no,no,no,no,0,yes,-6974.720854,6,0,-0.108135207
65000,5320,3,1,two,yes,yes,yes,no,no,0,yes,1611.671103,7,0,0.02479494
69000,6040,3,1,one,yes,no,no,no,no,2,yes,3504.153999,7,0,0.050784841
73000,11410,2,1,two,yes,no,no,no,no,0,yes,-391.1104836,6,0,-0.005357678
75000,8400,3,1,two,yes,yes,yes,no,yes,2,yes,6960.982763,7,0,0.092813104
75000,5300,4,2,one,yes,no,no,no,yes,0,yes,7529.673384,7,0,0.100395645
132000,7800,3,2,two,yes,no,no,no,no,0,yes,-17096.91462,5,2,-0.12952208
60000,3520,3,1,two,yes,no,no,no,no,0,yes,-1195.065457,6,0,-0.019917758
65000,5360,3,1,two,yes,no,no,no,no,2,yes,4562.068576,7,0,0.07018567
69000,6862,3,1,two,yes,no,no,no,yes,2,yes,18540.13556,8,2,0.268697617
51900,3520,3,1,one,yes,no,no,no,no,2,yes,7724.065658,7,0,0.148825928
57000,4050,2,1,two,yes,yes,yes,no,no,0,yes,9365.900714,7,1,0.164314048
65000,3520,3,1,one,yes,no,no,no,no,0,yes,-8632.465189,6,1,-0.132807157
79500,4400,4,1,two,yes,no,no,no,yes,2,yes,-5504.958636,6,0,-0.069244763
72500,5720,2,1,two,yes,no,no,no,yes,0,yes,8386.814987,7,1,0.115680207
104900,11440,4,1,two,yes,no,yes,no,no,1,yes,-6055.686434,6,0,-0.057728183
114900,7482,3,2,three,yes,no,no,yes,no,1,yes,-3226.22049,6,0,-0.028078507
120000,5500,4,2,two,yes,no,yes,no,yes,1,yes,-13906.42218,5,1,-0.115886851
58000,4320,3,1,two,yes,no,no,no,no,2,yes,10826.19249,7,1,0.186658491
67000,5400,2,1,two,yes,no,no,no,no,0,yes,-5225.775613,6,0,-0.077996651
67000,4320,3,1,one,yes,no,no,no,no,0,yes,-5930.372836,6,0,-0.088513027
69000,4815,2,1,one,yes,no,no,no,yes,0,yes,-1944.437513,6,0,-0.028180254
73000,6100,3,1,one,yes,no,yes,no,yes,0,yes,16471.75354,8,2,0.225640459
73500,7980,3,1,one,yes,no,no,no,no,1,yes,3151.161498,7,0,0.042872946
74900,6050,3,1,one,yes,no,yes,no,no,0,yes,-3233.504169,6,0,-0.04317095
75000,3800,3,1,two,yes,yes,yes,no,no,1,yes,-4300.381562,6,0,-0.057338421
79500,5400,5,1,two,yes,yes,yes,no,yes,0,yes,-81.26914778,6,0,-0.001022253
120900,6000,3,2,four,yes,yes,yes,no,yes,0,yes,-10248.30513,6,1,-0.084766792
44555,2398,3,1,one,yes,no,no,no,no,0,yes,517.2330829,6,0,0.011608867
47000,2145,3,1,two,yes,no,yes,no,no,0,yes,3661.74248,7,0,0.077909414
47600,2145,3,1,two,yes,no,yes,no,no,0,yes,3061.74248,7,0,0.064322321
49000,2145,3,1,three,yes,no,no,no,no,0,yes,1124.572559,7,0,0.02295046
49000,2610,3,1,two,yes,no,yes,no,no,0,yes,4900.604918,7,0,0.100012345
49000,1950,3,2,two,yes,no,yes,no,no,0,yes,8194.429319,7,0,0.167233251
49500,2145,3,1,three,yes,no,no,no,no,0,yes,624.572559,6,0,0.012617627
52000,2275,3,1,three,yes,no,no,yes,yes,0,yes,6408.503675,7,0,0.123240455
54000,2856,3,1,three,yes,no,no,no,no,0,yes,3206.895694,7,0,0.059386957
55000,2015,3,1,two,yes,no,yes,no,no,0,yes,-5737.436836,6,0,-0.104317033
55000,2176,2,1,two,yes,yes,no,no,no,0,yes,-9375.825978,6,1,-0.170469563
56000,2145,4,2,one,yes,no,yes,no,no,0,yes,1574.948631,7,0,0.028124083
60000,2145,3,1,three,yes,no,no,no,no,1,yes,-2906.410111,6,0,-0.048440169
60500,2787,3,1,one,yes,no,yes,no,no,0,yes,-11711.67204,5,1,-0.193581356
50000,9500,3,1,two,yes,no,no,no,no,3,yes,10634.54963,7,1,0.212690993
64900,4990,4,2,two,yes,yes,yes,no,no,0,yes,7121.913826,7,0,0.109736731
93000,6670,3,1,three,yes,no,yes,no,no,0,yes,-12267.1072,5,1,-0.131904379
85000,6254,4,2,one,yes,no,yes,no,no,1,yes,7442.642445,7,0,0.087560499
61500,10360,2,1,one,yes,no,no,no,no,1,yes,5663.243717,7,0,0.092085264
88500,5500,3,2,one,yes,yes,yes,no,no,2,yes,-4285.605192,6,0,-0.048424917
88000,5450,4,2,one,yes,no,yes,no,yes,0,yes,-2531.53958,6,0,-0.028767495
89000,5500,3,1,three,yes,no,no,no,no,1,yes,-15538.3569,5,1,-0.17458828
89500,6000,4,1,three,yes,yes,yes,no,no,0,yes,-6116.076245,6,0,-0.068336047
95000,5700,3,1,one,yes,yes,yes,no,yes,2,yes,-10578.5374,6,1,-0.111353025
95500,6600,2,2,four,yes,no,yes,no,no,0,yes,-1251.690407,6,0,-0.013106706
51500,4000,2,1,one,yes,no,no,no,no,0,yes,5427.310259,7,0,0.105384665
62900,4880,3,1,one,yes,no,no,no,no,2,yes,2794.990815,7,0,0.044435466
118500,4880,4,2,two,yes,no,no,no,yes,1,yes,-21759.77084,5,2,-0.183626758
42900,8050,2,1,one,yes,no,no,no,no,0,no,3325.760297,7,0,0.07752355
44100,8100,2,1,one,yes,no,no,no,no,1,no,15339.46577,8,1,0.347833691
47000,5880,3,1,one,yes,no,no,no,no,1,no,12182.59572,7,1,0.259204164
50000,5880,2,1,one,yes,no,no,no,no,0,no,-200.4464017,6,0,-0.004008928
50000,12944,3,1,one,yes,no,no,no,no,0,no,9439.637987,7,1,0.18879276
53000,6020,3,1,one,yes,no,no,no,no,0,no,1817.229143,7,0,0.034287342
53000,4050,2,1,one,yes,no,no,no,no,0,no,-3611.808785,6,0,-0.068147336
54000,8400,2,1,one,yes,no,no,no,no,1,no,8940.572869,7,1,0.165566164
58500,5600,2,1,one,yes,no,no,no,yes,0,no,4995.653482,7,0,0.085395786
59000,5985,3,1,one,yes,no,yes,no,no,0,no,10054.74335,7,1,0.170419379
60000,4500,3,1,one,yes,no,yes,no,no,0,no,-5179.598447,6,0,-0.086326641
62900,4920,3,1,two,yes,no,no,no,no,1,no,-1706.864993,6,0,-0.027136168
64000,8250,3,1,one,yes,no,no,no,no,0,no,-11124.63964,5,1,-0.173822494
65000,8400,4,1,four,yes,no,no,no,no,3,no,3636.279776,7,0,0.055942766
67900,6440,2,1,one,yes,no,no,no,yes,3,no,8307.709932,7,1,0.122352134
68500,8100,4,1,four,yes,no,yes,no,yes,2,no,7489.836625,7,0,0.109340681
70000,6720,3,1,one,yes,no,no,no,no,0,no,-14742.92552,5,1,-0.210613222
70500,5948,3,1,two,yes,no,no,no,yes,0,no,14749.31523,8,1,0.209210145
71500,8150,3,2,one,yes,yes,yes,no,no,0,no,6886.168172,7,0,0.096310044
71900,4800,2,1,one,yes,yes,yes,no,no,0,no,-14684.90829,5,1,-0.204240727
75000,9800,4,2,two,yes,yes,no,no,no,2,no,4601.210832,7,0,0.061349478
75000,8520,3,1,one,yes,no,no,no,yes,2,no,1585.64515,7,0,0.021141935
87000,8372,3,1,three,yes,no,no,no,yes,2,no,-9351.444929,6,1,-0.107487873
64000,4040,3,1,two,yes,no,no,no,no,1,no,-2063.221798,6,0,-0.032237841
70000,4646,3,1,two,yes,yes,yes,no,no,2,no,-2090.559769,6,0,-0.02986514
47500,4775,4,1,two,yes,no,no,no,no,0,no,4519.505119,7,0,0.095147476
62600,4950,4,1,two,yes,no,no,no,yes,0,no,2480.128746,7,0,0.03961867
66000,5010,3,1,two,yes,no,yes,no,no,0,no,-8821.106866,6,1,-0.133653134
58900,6060,2,1,one,yes,no,yes,no,no,1,no,5338.480983,7,0,0.090636349
53000,3584,2,1,one,yes,no,no,yes,no,0,no,-991.9214985,6,0,-0.0187155
95000,6000,3,2,three,yes,yes,no,no,yes,0,no,-2469.79673,6,0,-0.02599786
96500,6000,4,2,four,yes,no,no,no,yes,0,no,-4049.989414,6,0,-0.041968802
101000,6240,4,2,two,yes,no,no,no,yes,1,no,203.9471658,6,0,0.002019279
102000,6000,3,2,two,yes,yes,no,no,no,1,no,-12781.61355,5,1,-0.125309937
103000,7680,4,2,four,yes,yes,no,no,yes,1,no,15921.81634,8,1,0.154580741
105000,6000,4,2,four,yes,yes,no,no,yes,1,no,3811.623368,7,0,0.036301175
108000,6000,4,2,four,yes,no,no,no,yes,1,no,-960.9473293,6,0,-0.00889766
110000,6000,4,2,four,yes,no,no,no,no,2,no,-10373.65249,6,1,-0.094305932
113000,6000,4,2,four,yes,no,no,no,yes,1,no,-5960.947329,6,0,-0.052751746
120000,7475,3,2,four,yes,no,no,no,yes,2,no,8399.28345,7,1,0.069994029
105000,5150,3,2,four,yes,no,no,no,yes,2,no,-3789.211571,6,0,-0.036087729
106000,6325,3,1,four,yes,no,no,no,yes,1,no,-7925.53434,6,0,-0.074769192
107500,6000,3,2,four,yes,no,no,no,yes,1,no,-460.9473293,6,0,-0.004287882
108000,6000,3,2,three,yes,no,no,no,yes,0,no,-17982.56392,5,2,-0.166505221
113750,6000,3,1,four,yes,yes,no,no,yes,2,no,-2837.959156,6,0,-0.024949091
120000,7000,3,1,four,yes,no,no,no,yes,2,no,-16825.68603,5,2,-0.14021405
70000,12900,3,1,one,yes,no,no,no,no,2,no,-640.1250358,6,0,-0.009144643
71000,7686,3,1,one,yes,yes,yes,yes,no,0,no,14931.05516,8,1,0.210296552
82000,5000,3,1,three,yes,no,no,no,yes,0,no,-8095.799036,6,0,-0.098729257
82000,5800,3,2,four,yes,no,no,no,yes,0,no,8656.047299,7,1,0.105561552
82500,6000,3,2,four,yes,no,no,no,yes,0,no,10653.52895,7,1,0.129133684
83000,4800,3,1,three,yes,no,no,no,yes,0,no,-12120.11626,5,1,-0.146025497
84000,6500,3,2,three,yes,no,no,no,yes,0,no,4100.124395,7,0,0.048811005
85000,7320,4,2,two,yes,no,no,no,no,0,no,-1793.79397,6,0,-0.021103458
85000,6525,3,2,four,yes,no,no,no,no,1,no,6795.435678,7,0,0.079946302
91500,4800,3,2,four,yes,yes,no,no,yes,0,no,-2088.249783,6,0,-0.022822402
94000,6000,3,2,four,yes,no,no,no,yes,0,no,-846.4710536,6,0,-0.009005011
103000,6000,3,2,four,yes,yes,no,no,yes,1,no,5811.623368,7,0,0.056423528
105000,6000,3,2,two,yes,yes,no,no,yes,1,no,-1283.285646,6,0,-0.012221768
105000,6000,3,1,two,yes,no,no,no,yes,1,no,-17764.62527,5,2,-0.169186907
